time,frontend_cpu,frontend_mem,frontend_latency,cart_cpu,cart_mem,cart_latency,payment_cpu,payment_mem,payment_latency,shipping_cpu,shipping_mem,shipping_latency,order_cpu,order_mem,order_latency
1747123821,45.54949422532026,41.608576530963376,47.128847678034546,59.63668203832596,61.46665051917482,58.36800882504195,33.62915829151778,60.81851681785814,47.454298297737644,48.2425300583897,40.66659602699687,57.71607529239017,37.0943056857809,59.62665480394349,46.06061245385578
1747123836,52.214641977683,56.98000614658263,35.18936894734591,53.9540607500455,49.96341406585314,27.499824759186623,40.76685239267128,50.070640639357656,45.04151435374294,62.59961526826247,29.160684139116984,42.58786780536519,58.81159498056279,50.22126936151367,40.858896656374355
1747123851,60.04865588132728,85.03259965161716,58.159121031947734,47.74613981128826,52.05713012258112,47.05045363636431,60.4338627966101,55.09170468972932,48.60999314890295,39.71557755486439,47.75952227319366,43.52453635244227,58.00734624954956,39.33926011131862,48.79263951951639
1747123866,70.67298285161927,55.4052069189551,54.67720534620769,43.87095332060555,29.126358091655206,74.03778841708463,30.45684430662209,60.533436167682154,44.40481101649786,49.2830145006365,59.81765621924261,60.88905333627677,52.151442349732704,46.135025288326915,50.35627602441343
1747123881,46.74053882866931,58.5527100706639,51.06082241555679,38.780196351533874,46.99825411165229,51.24744446189803,60.58010037671276,35.523578672459706,48.35710135693172,41.56324780768593,72.46607181452289,45.30136164487939,47.771949502389624,58.0712526164287,41.64866950985078
1747123896,47.60449760304935,48.38131595224347,51.61522651731994,53.83366699239961,54.00346840608052,52.56792196212722,58.239607474951804,47.2701649699195,49.48485462138487,60.720141652700136,52.38994405755312,53.83570045615009,61.66938131854756,57.032732065228934,58.13891419384156
1747123911,58.60243947959058,53.26722161327115,37.64375872253047,33.30430599928413,53.58818025580011,52.33180539075875,69.20739323975677,45.67390258017834,58.473424376119,53.112978485138754,22.60159810722711,54.81854928577739,57.42924147749448,45.04924729716637,50.1295337762317
1747123926,56.81790137056455,48.16698909537608,45.74201901621692,53.67349223632543,39.09355112271047,52.8526691789533,51.278942346549414,57.160857458713956,60.68941489281322,42.969206383619884,36.871830818856,78.90354653656703,44.72154977495623,43.48380310718506,45.093327038526624
1747123941,56.57539713939076,61.123563221598516,65.74679481549578,51.32244275391193,42.48469603668844,57.76579394857615,31.83736488511518,55.90149204722695,76.20335042511745,32.08622503207407,51.27524049617711,59.808095911807484,39.77841058084658,55.98711795560891,65.80231068922403
1747123956,48.46475159266764,35.42428807431385,42.54134052506728,39.648004986720935,45.22692006382188,58.52883143370441,40.974813172257,41.61830700099978,42.66322201256779,58.556996037998054,38.67774988753763,97.93583864070814,38.330986865717485,42.347598853267016,54.443279669534526
1747123971,65.24392764484813,48.94832268457665,34.306895601125404,37.79080491554192,58.30632288873642,47.219348955052794,49.51127977550739,60.53715259760075,46.65847175602409,51.817596858608766,40.0414561615473,63.52374181706295,60.02528013627961,44.091397202818264,52.40867992886237
1747123986,44.90877963033489,37.98142205497909,54.454148909683234,40.80663605607052,51.27813310338253,42.40985155103764,36.391693680347984,44.45607087168993,47.29908227949946,64.51891813881852,52.15397002584328,108.79558969619721,58.3895791584588,44.557553176121594,43.697127462956075
1747124001,56.1139727298859,41.68548186000345,50.53853486905936,48.13810925181081,32.63343295247594,56.7373668517385,42.23261013134345,46.62088561660431,61.059845473239186,65.31823662188644,57.44682409884214,89.70931327374204,51.844192124033455,36.40506644768122,36.266332354723545
1747124016,45.10727374847036,43.799329410767406,48.453103682552516,40.45737623688379,61.98189418709088,48.95292244161602,46.215425696438125,58.964053983276955,49.15704902856958,43.66975631465904,36.54749091555369,109.18196885663188,40.21810603533849,49.37583620928629,61.8381856746809
1747124031,59.2488815656491,71.22334988539751,59.46942311313935,60.774572571980826,58.78554200728678,49.62787109344759,55.823453336139906,59.190923352704125,44.44223805063936,48.142182402422705,36.952714324405065,71.76896429568643,60.376137899109985,42.12731644502969,80.07955197576165
1747124046,52.44752765041519,62.11907685486693,49.790032882926084,39.12353294307923,51.72105504869482,39.3860378608849,37.60397632601252,32.23410993771511,47.96185574759692,49.768429841666475,46.672642875895754,79.29695557873931,55.384553956961994,34.46070278098131,56.65446198025618
1747124061,61.95801018434551,54.455394205749556,55.26314293412,46.41202063981871,37.47171275923142,64.33949621100139,35.391508370528754,52.637879847693746,62.744275704810164,63.09697051823272,45.796082126082894,69.91693973108141,55.207601275694245,42.49740335008125,37.06596491724115
1747124076,53.67470036135388,45.63892737253152,48.55178145368953,79.34281926491707,44.47166482972513,42.301045827890206,44.81997320864728,49.158930129800595,47.48896939990549,59.142027160779634,58.6214954197289,93.36865903345796,55.54440155804456,52.30791765162673,46.79149372376493
1747124091,55.05636561434575,33.86229003029998,32.96931178708755,59.94795989736598,56.274673191456664,58.15241224916429,52.82788756419226,55.823585606404144,36.56648294589927,51.2581799056087,42.49004804812109,100.70445493623089,50.29490521694264,44.51009674269474,60.76175584671553
1747124106,50.81795491644777,49.967161543308364,49.13522769183571,28.208174546479995,38.29475883916749,53.9075919009545,40.28089051716873,43.14120865658438,55.777514620471436,44.758329708927704,44.36315397846931,83.46251566535983,59.1193876220175,38.555783045161505,38.42584753961296
1747124121,62.01323479064632,45.98112659370857,51.593119926438874,48.796996985523705,46.57450764474836,68.98010459378715,58.10678795585499,53.97776762949414,43.17738141930189,47.671142488234615,29.068527663618763,104.31369080327431,73.22446709864516,57.14237205679753,59.51645081637523
1747124136,71.05054264929612,49.371184141158054,41.42634484309686,59.681907791521624,59.88704375426636,45.78231088814919,55.04933302170405,39.378240359141934,40.7975374782427,41.07744529902319,60.509095696904055,101.13112513016549,53.10931657718724,26.026555357240486,48.527042279241805
1747124151,45.255937121989206,48.00851290629828,59.431568951534416,43.78730557745242,32.352570233774614,52.74001458408796,48.055940758296195,42.05233161627819,48.279675721196135,46.91245957836117,50.04995677047937,106.81682943738149,38.7093511754027,50.283331412781806,56.18388504477603
1747124166,73.63783413463835,31.72205220371047,69.28410577681444,53.712313117630686,52.28417868913926,49.0639530542914,51.64452123809917,33.71822445931187,44.77681335419635,52.22521439221353,45.84261367770836,87.20709733506067,51.99120057560723,28.413609980965315,60.471741693809214
1747124181,40.09929223061285,38.586661646218474,42.311027854092615,60.892827536646365,62.56151001030587,48.30548231092095,42.46869045801468,36.59034482181531,50.39804597886598,52.23112473364767,48.67958800221618,104.16962756755761,43.89609129918065,37.46980242674026,64.19298292325124
1747124196,54.53554647627169,49.86435900360246,62.652440121581805,62.44215655158878,45.77263110176567,59.10987041765935,59.29268706953524,55.37907964414107,54.121291859196326,48.37157877730199,36.37221877182563,97.57246056501974,51.46245984738048,32.98061115379457,52.76844099744787
1747124211,45.09587751554252,45.24820662672596,57.15578845709434,63.35644405937433,54.040242010891504,61.97398392748501,51.599402566351806,60.894864432805726,36.569968039775986,54.633810699666356,63.33663064277669,81.92985247771296,48.85780801919866,56.64866119162923,47.86024228541297
