time,frontend_cpu,frontend_mem,frontend_latency,cart_cpu,cart_mem,cart_latency,payment_cpu,payment_mem,payment_latency,shipping_cpu,shipping_mem,shipping_latency,order_cpu,order_mem,order_latency
1747124061,45.359144532108246,44.93311449953198,48.90306696476091,49.29755084064872,52.603964887369415,41.92188659855739,44.99814689211005,65.37027583674276,54.54951845404883,68.32576743612226,65.69763499567514,37.89312901117121,70.03115931080397,51.77707059513205,44.05584265623919
1747124076,60.90793593785808,43.44677030148616,15.2452976741967,54.53613625009003,48.994495781781616,55.96542161210893,38.49333607521591,88.59134793852456,58.87105233552707,42.60340858462964,58.561493555229475,19.74254261361487,55.20217526021213,71.81182751190096,41.35140790426125
1747124091,40.73860675989508,54.214314968462965,42.24881321468351,52.258996634903866,43.417025082331506,40.45404676766516,53.494107560836575,87.04623822717915,37.05096813976709,44.71104308193744,58.93396990969916,44.68696383407569,61.64467606699479,47.87561230831151,24.27446803638866
1747124106,51.40549329885054,52.68878705033916,57.83996658955776,44.463169147397295,49.269875332833955,53.04394955556697,57.584237221650596,99.9073253839986,53.872862882424855,58.564750634295464,46.81882613977473,52.49405825466444,53.5338683223685,74.32012490670166,58.85391080034319
1747124121,59.548382795870715,48.00001595865323,47.19703459450153,33.30368750881603,38.135455360555746,55.327151628126565,42.420937705326665,121.3336731353167,52.513812453371095,57.2214236777433,30.095870644721234,54.6578064796103,54.9100345499464,41.230486665221264,39.77743352561774
1747124136,54.8242497407843,57.2363095732976,44.78716107553153,48.35857252194089,55.571698625164736,53.32406315856162,48.99312841897691,109.72123816141172,66.38703831406242,54.74732430219803,38.2566774068774,52.84933734649002,38.235678467260556,45.092829147579515,55.857657747647366
1747124151,38.48976792679573,46.970265828548555,49.80195786129474,42.202532424128535,42.99305496488994,59.778461952353595,48.18896800171116,103.89279980102356,48.09612791168861,35.11905096621496,55.96734035169465,45.142223315270016,39.44555013096003,34.568967961874705,35.461456715625
1747124166,39.57670221346523,44.54927945493172,49.81376548908272,51.520621132887456,55.035735068229,43.28992366115037,58.89206982710731,102.97616207960688,46.447750686409336,61.239387104491975,53.492480659621165,50.694166618802605,27.758885256872667,62.385689246205274,54.42753010818714
1747124181,57.84316617962713,67.23338744484134,67.97384491830013,60.223720331561374,47.73853779524637,49.95451853464874,43.537101687721716,81.6865937644713,34.013544327329534,56.011037725104956,42.4407886002431,38.80677698183797,73.75507340274181,46.78728900679799,50.5721240447249
1747124196,39.704930610503595,38.18198974334189,45.4296788187682,37.387802859788444,61.39458849412611,42.01775467552442,44.515324042379746,97.19449988201417,47.018966907980044,36.12642759410018,53.612131482121974,53.29253086214046,52.00560824261201,45.3505079104893,38.05006547113791
1747124211,35.972171613756885,56.314029791479975,43.742987227130016,50.59081139243203,49.0527982908813,54.30211505924427,57.56237298723599,101.29657899020948,57.242724592272594,44.508730424154756,54.02082201807003,41.9043222184657,36.03917031990613,44.790056662857644,55.002944328292884
